title,link_url,text
월-E,https://ko.wikipedia.org/wiki/%EC%9B%94-E,"텅 빈 지구에 홀로 남아 수백 년이란 시간을 외롭게 일만 하며 보내던 월-E (WALL-E: Waste Allocation Load Lifter Earth-Class, 지구 폐기물 수거-처리용 로봇). 그런 그가 매력적인 탐사 로봇 ‘이브’와 마주친 순간, 잡동사니 수집만이 낙이던 인생에도 소중한 목표가 생긴다. 이브는 지구의 미래를 결정할 열쇠가 우연히 월-E의 손에 들어간 사실을 알게 되고, 고향별로 돌아갈 날만 애타게 기다리는 인간들에게 이를 보고하기 위해 서둘러 우주로 향한다. 한편 월-E는 이브를 뒤쫓아 은하를 가로지르며, 스크린 사상 가장 짜릿한 상상이 넘치는 어드벤처를 선사한다. 이제껏 꿈에서도 볼 수 없었던 미래 세계를 배경으로 우주에서 펼쳐지는 월-E의 환상적인 모험! 애완용 바퀴벌레, 용맹스럽지만 어딘가 나사가 빠진 듯한 사회 부적응 로봇 군단 등 일련의 유쾌한 캐릭터들이 여기에 동참한다."
올드보이,https://ko.wikipedia.org/wiki/%EC%98%AC%EB%93%9C%EB%B3%B4%EC%9D%B4,"술 좋아하고 떠들기 좋아하는 오.대.수. 본인의 이름풀이를 '오늘만 대충 수습하며 살자'라고 이죽거리는 이 남자는 아내와 어린 딸아이를 가진 지극히 평범한 샐러리맨이다. 어느 날, 술이 거나하게 취해 집에 돌아가는 길에 존재를 알 수 없는 누군가에게 납치, 사설 감금방에 갇히게 되는데. 언뜻 보면 싸구려 호텔방을 연상케 하는 감금방. 중국집 군만두만을 먹으며 8평이라는 제한된 공간에서 그가 할 수 있는 일이라곤, 텔레비전 보는 게 전부. 그렇게 1년이 지났을 무렵, 뉴스를 통해 나오는 아내의 살해소식. 게다가 아내의 살인범으로 자신이 지목되고 있음을 알게 된 오대수는 자살을 감행하지만 죽는 것조차 그에겐 용납 되지 않는다. 오대수는 복수를 위해 체력단련을 비롯, 자신을 가둘만한 사람들, 사건들을 모조리 기억 속에서 꺼내 '악행의 자서전'을 기록한다. 한편, 탈출을 위해 감금방 한쪽 구석을 쇠젓가락으로 파기도 하는데.. 감금 15년을 맞이하는 해, 마침내 사람 몸 하나 빠져나갈 만큼의 탈출구가 생겼을 때, 어이없게도 15년 전 납치됐던 바로 그 장소로 풀려나 있는 자신을 발견하게 된다. 우연히 들른 일식집에서 갑자기 정신을 잃어버린 오대수는 보조 요리사 미도 집으로 가게 되고, 미도는 오대수에게 연민에서 시작한 사랑의 감정을 키워나가게 된다. 한편 감금방에서 먹던 군만두에서 나온 '청룡'이란 전표 하나로 찾아낸 7.5층 감금방의 정체를 찾아내고... 마침내, 첫 대면을 하는 날 복수심으로 들끓는 대수에게 우진은 너무나 냉정하게 게임을 제안한다. 자신이 가둔 이유를 5일 안에 밝혀내면 스스로 죽어주겠다는 것. 대수는 이 지독한 비밀을 풀기 위해, 사랑하는 연인, 미도를 잃지 않기 위해 5일간의 긴박한 수수께끼를 풀어나가야 한다. 도대체 이우진은 누구이며? 이우진이 오대수를 15년 동안이나 감금한 이유는 뭘까? 밝혀진 비밀 앞에 두 남자의 운명은 과연 어떻게 되는 것일까?"
마가렛,https://ko.wikipedia.org/wiki/%EB%A7%88%EA%B0%80%EB%A0%9B_(2011%EB%85%84_%EC%98%81%ED%99%94),"2011년 공개된 미국의 드라마 영화이다. 케네스 로너건의 두 번째 장편 영화 연출작으로 그가 직접 각본을 썼다. 애나 패퀸, 맷 데이먼, 마크 러펄로, J. 스미스캐머런, 키런 컬킨, 올리비아 설비, 로즈메리 디윗이 출연한다."
타인의 삶,https://ko.wikipedia.org/wiki/%ED%83%80%EC%9D%B8%EC%9D%98_%EC%82%B6,"1984년, 동독. 비밀경찰(슈타지)의 감시로부터 자신도 모르게 철저히 조사 당했던 동독의 국민들. 보이지 않는 정보국 요원의 삶. 10만 명의 비밀경찰과 20만 명이 넘는 스파이. 그들의 목표는 단 하나… “모든 것을 알아야 한다” 베를린 장벽이 무너지기 5년 전, 나라와 자신의 신념을 맹목적으로 고수하던 냉혈인간 - 비밀경찰 비즐러는 동독 최고의 극작가 드라이만과 그의 애인이자 인기 여배우 크리스타를 감시하는 중대 임무를 맡는다. 그러나 시간이 지날수록 드라이만을 체포할 만한 단서는 찾을 수 없다. 비즐러는 오히려 드라이만과 크리스타의 삶으로 인해 감동받고 사랑을 느끼며 이전의 삶과는 달리 인간적인 모습으로 변화하기 시작하는데.."
다크 나이트,https://ko.wikipedia.org/wiki/%EB%8B%A4%ED%81%AC_%EB%82%98%EC%9D%B4%ED%8A%B8,"정의로운 지방 검사 ‘하비 덴트’, ‘짐 고든’ 반장과 함께 범죄 소탕 작전을 펼치며 범죄와 부패로 들끓는 고담시를 지켜나가는 ‘배트맨’ 그러던 어느 날, 살아남기 위해 발버둥치던 범죄 조직은 배트맨을 제거하기 위해 광기어린 악당 ‘조커’를 끌어들이고 정체를 알 수 없는 조커의 등장에 고담시 전체가 깊은 혼돈 속으로 빠져든다. 급기야 배트맨을 향한 강한 집착을 드러낸 조커는 그가 시민들 앞에 정체를 밝힐 때까지 매일 새로운 사람들을 죽이겠다 선포하고 배트맨은 사상 최악의 악당 조커를 막기 위해 자신의 모든 것을 내던진 마지막 대결을 준비한다."
사울의 아들,https://ko.wikipedia.org/wiki/%EC%82%AC%EC%9A%B8%EC%9D%98_%EC%95%84%EB%93%A4,"시체 처리반으로 일하던 남자 앞에 오늘, 아들의 주검이 도착했다… 나치의 만행이 극에 달했던 1944년, 아우슈비츠 수용소에는 시체들을 처리하기 위한 비밀 작업반이 있었다. ‘존더코만도’라 불리던 이들은 X자 표시가 된 작업복을 입고 아무 것도 묻지 않고 오직 시키는 대로 주어진 임무를 수행한다. 그러던 어느 날, ‘존더코만도’ 소속이었던 남자 ‘사울’의 앞에 어린 아들의 주검이 도착한다. 처리해야 할 시체더미들 사이에서 아들을 빼낸 ‘사울’은 랍비를 찾아 제대로 된 장례를 치러주기로 결심하는데…"
와호장룡,https://ko.wikipedia.org/wiki/%EC%99%80%ED%98%B8%EC%9E%A5%EB%A3%A1,여자 협객 유수련(양쯔총 분)이 강호로 돌아와 또 다른 협객 맹사소(전쯔단 분)의 도움으로 청명보검을 지킨다는 내용
팀북투,https://ko.wikipedia.org/wiki/%ED%8C%80%EB%B6%81%ED%88%AC,"팀북투(Timbuktu) 또는 통북투는 말리의 통북투 주에 있는 도시이다. 팀북투는 상코레 대학과 마드라사스라고 불리는 이슬람 학교 등 15세기와 16세기에 걸쳐 번성했던 아프리카의 이슬람 문화를 대표하는 유적들이 많이 남아 있는 도시이다. 징가레이버, 상코레, 시디 야햐 등의 3대 모스크는 팀북투의 옛 영화를 떠올리게 해 주는 유적들이다. 복구 노력이 계속되고 있으나, 이러한 유적들은 지속적인 파괴의 위험에 직면해 있다. (팀북투의 건축물들은 기본적으로 진흙으로 지어져 있다.)
팀북투에는 송가이, 투아렉, 풀라니, 만데인을 비롯한 다양한 민족들이 산다. 니제르 강에서 북쪽으로 약 15km 정도 떨어져 있다. 또한 동서남북방향으로 사하라 사막의 교통지역으로서 역사적으로 중요한 위치를 차지했다.
유명한 이슬람 사원인 징가레베르 사원, 상코레 사원, 시디 야히아 사원 등이 있다.
13세기말 말리 제국의 술탄이 거대한 이슬람 사원과 왕궁 등을 건축하면서 번성하기 시작하였다. 14~15세기 경에 이슬람 고등 교육기관인 마드라사, 1327년 코란 상코레 대학과 같은 교육기관들이 들어서며 서아프리카 최대의 종교, 학술, 문화의 중심지가 되었다. 상코레 대학의 재학생은 약 2500명이었다. 이슬람 교리와 논리학, 천문학, 의학, 법학 등 다양한 학문을 배우기 위해 머문 학생들의 수가 2만명이 넘었다고 한다. 이러한 이유로 많은 고서가 남아있다.
이후 1828년 프랑스인 르네 카이에의 소개로 세상에 알려졌다.
엘헤나, 칼리디, 알고두르 징가레예 사원은 파괴되었지만, 다행히 징가레베르, 상코레, 시디 야히아 사원등 중요한 유적이 남아있어 통북투가 한때 웅장했다는 것을 보여주고 있다.
1988년 유네스코 세계 유산으로 등재되었다."
엉클 분미,https://ko.wikipedia.org/wiki/%EC%97%89%ED%81%B4_%EB%B6%84%EB%AF%B8,"극심한 신장 질환을 앓고 있는 엉클 분미는 자신의 마지막 나날들을 시골에서 사랑하는 사람들과 함께 보내기로 한다. 불현듯 죽은 아내의 유령이 분미를 돌보기 위해 나타나고, 오래 전에 실종된 아들이 사람이 아닌 모습으로 집에 돌아온다. 자신이 앓는 병의 이유에 대해 생각하던 분미는 가족들과 함께 정글을 지나 언덕 위의 신비로운 동굴(분미가 처음 생을 시작했던 곳)로 향해 여정을 떠난다."
시티 오브 갓,https://ko.wikipedia.org/wiki/%EC%8B%9C%ED%8B%B0_%EC%98%A4%EB%B8%8C_%EA%B0%93_(2002%EB%85%84_%EC%98%81%ED%99%94),"가난과 폭력으로 찌든 브라질 최대 빈민가. 어느 때부턴가 사람들은 이곳을 ‘신의 도시’라 부르기 시작했다. 희망이 보이지 않는 이곳에서 태어난 세 친구 로키, 리틀 제, 베니는 마약거래와 범죄에 무방비로 노출된 채 어린 시절을 보내왔다. 이런 환경에서 이들이 꿈꿀 수 있는 유일한 미래는 갱단의 우두머리가 되어 도시를 장악하는 것. 국 리틀 제와 베니는 그 꿈을 이루기 위해 총을 들고들과 다른 길을 선택한 로킷은 신문기자의 꿈을 키우게 되는데..."
뉴 월드,https://ko.wikipedia.org/wiki/%EB%89%B4_%EC%9B%94%EB%93%9C_(2005%EB%85%84_%EC%98%81%ED%99%94),"뉴 월드는 2005년 공개된 미국 영화이다. 테런스 맬릭이 감독했고 각본을 썼다. 콜린 패럴, 코리안카 킬처, 크리스토퍼 플러머, 크리스천 베일 등이 출연했다. 포카혼타스와 존 스미스 선장의 이야기를 다룬 역사물이다."
브로크백 마운틴,https://ko.wikipedia.org/wiki/%EB%B8%8C%EB%A1%9C%ED%81%AC%EB%B0%B1_%EB%A7%88%EC%9A%B4%ED%8B%B4,"눈부신 만년설로 뒤덮인 8월의 브로크백 마운틴 양떼 방목장에서 여름 한 철 함께 일하게 된 두 청년 '에니스(히스레저)'와 '잭(제이크 질렌할)'은 오랜 친구처럼 서로에게 마음을 터놓는 사이가 된다 그들의 우정은 친구 이상으로 발전하지만 두 사람은 낯선 감정의 실체가 무엇인지도 알지 못한 채 다시 만날 기약도 없는 각자의 삶으로 돌아간다 우연히 4년 만에 다시 만난 '에니스'와 '잭' 서로의 마음을 확인한 두 사람은 일년에 한 두 번씩 브로크백에서 만나 함께 지내기로 하는데... 20년간 짧은 만남과 긴 그리움을 반복한 그들의 슬프고도 아름다운 이야기 전세계가 그리워한 러브 스토리가 다시, 여기에서 시작된다"
인사이드 아웃,https://ko.wikipedia.org/wiki/%EC%9D%B8%EC%82%AC%EC%9D%B4%EB%93%9C_%EC%95%84%EC%9B%83_(2015%EB%85%84_%EC%98%81%ED%99%94),"모든 사람의 머릿속에 존재하는 감정 컨트롤 본부 그곳에서 불철주야 열심히 일하는 기쁨, 슬픔, 버럭, 까칠, 소심 다섯 감정들. 이사 후 새로운 환경에 적응해야 하는 ‘라일리’를 위해 그 어느 때 보다 바쁘게 감정의 신호를 보내지만 우연한 실수로 ‘기쁨’과 ‘슬픔’이 본부를 이탈하게 되자 '라일리’의 마음 속에 큰 변화가 찾아온다. '라일리'가 예전의 모습을 되찾기 위해서는 ‘기쁨’과 ‘슬픔’이 본부로 돌아가야만 한다! 그러나 엄청난 기억들이 저장되어 있는 머릿속 세계에서 본부까지 가는 길은 험난하기만 한데… 과연, ‘라일리’는 다시 행복해질 수 있을까? 지금 당신의 머릿속에서 벌어지는 놀라운 일! 하루에도 몇번씩 변하는 감정의 비밀이 밝혀진다!"
아무르,https://ko.wikipedia.org/wiki/%EC%95%84%EB%AC%B4%EB%A5%B4_(%EC%98%81%ED%99%94),"2012년 프랑스어 드라마 영화이다. 미하엘 하네케가 감독과 각본을 맡았으며 장루이 트랭티냥과 에마뉘엘 리바, 이자벨 위페르가 출연했다. 영화의 주인공은 다른 나라에 살고있는 딸을 둔 정년 퇴임한 음악 교사 노부부인 안과 조르주로, 부인인 안이 신체 한 부분에 장애를 갖게된다. 영화는 오스트리아와 프랑스, 독일의 영화사가 합작하여 제작되었다.
영화는 2012년 칸 영화제에 초청되었으며 황금종려상을 수상했다. 또 제85회 아카데미상 외국어영화상을 수상했다."
멜랑콜리아,https://ko.wikipedia.org/wiki/%EB%A9%9C%EB%9E%91%EC%BD%9C%EB%A6%AC%EC%95%84_(2011%EB%85%84_%EC%98%81%ED%99%94),유능한 광고 카피라이터인 저스틴(커스틴 던스트)은 마이클(알렉산더 스카스가드)과 결혼식을 올리지만 고질적인 우울증으로 인해 이상 행동을 보이며 결국 결혼을 망치고 만다. 상태가 심해진 저스틴은 언니인 클레어(샤를로뜨 갱스부르)의 집에서 함께 살게 되고 클레어는 그런 저스틴을 극진히 보살핀다. 한편 ‘멜랑콜리아’라는 이름의 거대한 행성이 지구를 향해 날아오고 클레어는 종말에 대한 두려움을 느끼지만 과학자의 말을 맹신하는 남편 존(키퍼 서덜랜드)으로 인해 내색은 하지 못한다. 날이 갈수록 더 이상 행동을 보이는 저스틴과 최악의 사태를 대비하는 클레어. 다행히 과학자들의 말대로 멜랑콜리아는 지구를 지나쳐 다시 멀어지는데….
노예 12년,https://ko.wikipedia.org/wiki/%EB%85%B8%EC%98%88_12%EB%85%84,"1840년대 미국에서는 노예 수입이 금지되자 흑인 납치 사건이 만연하게 된다. 미국 내 자유주(州)의 흑인을 납치해 노예주(州)로 팔아 넘기는 것. 음악가 '솔로몬 노섭', 노예 '플랫'! 두 인생을 산 한 남자의 거짓말 같은 실화! 1841년 뉴욕. 아내 그리고 두 명의 아이와 함께 자유로운 삶을 누리던 음악가 솔로몬 노섭(치웨텔 에지오포)은 어느 날 갑자기 납치되어 노예로 팔려간다. 그가 도착한 곳은 노예주 중에서도 악명 높은 루이지애나. 신분을 증명할 방법이 없는 그에게 노예 신분과 ‘플랫’이라는 새 이름이 주어지고, 12년의 시간 동안 두 명의 주인 윌리엄 포드(베네딕트 컴버배치), 에드윈 엡스(마이클 패스벤더)를 만나게 되는데… 단 한 순간도 희망을 놓지 않았던 12년 간의 기록이 펼쳐진다!"
"가장 따뜻한 색, 블루","https://ko.wikipedia.org/wiki/%EA%B0%80%EC%9E%A5_%EB%94%B0%EB%9C%BB%ED%95%9C_%EC%83%89,_%EB%B8%94%EB%A3%A8","여느 소녀들과 다를 바 없는 평범한 고등학생 ‘아델’(아델 엑사르코풀로스 분)은 빈칸들로 점철된 미래의 답을 찾고 있는 문학소녀이다. 피에르 드 마리보의 소설 <마리안의 일생>을 이해하고자 노력하고 있는 ‘아델’ 앞에 어느 날 파란 머리의 대학생 ‘엠마’(레아 세이두 분)가 나타난다. 단지 횡단보도에서 우연히 스치며 지나친 인연이지만 그날 이후 ‘아델’과 ‘엠마’는 서로를 기억하게 된다. 미지의 사랑을 꿈꾸는 ‘아델’, 현실의 사랑을 이끄는 ‘엠마’ 누가 먼저랄 것도 없이 ‘아델’과 ‘엠마’는 서로에게 이끌린다. 미술을 전공한 ‘엠마’는 본능적으로 자신의 캔버스 안으로 ‘아델’을 초대한다. ‘아델’은 자신과 전혀 다른 삶을 살아온 ‘엠마’로 인해 이전에는 몰랐던 뜨거운 감정을 느끼게 되고, 평온하기만 했던 ‘아델’의 삶은 뒤흔들리기 시작한다."
사랑을 카피하다,https://ko.wikipedia.org/wiki/%EC%82%AC%EB%9E%91%EC%9D%84_%EC%B9%B4%ED%94%BC%ED%95%98%EB%8B%A4,"영국인 작가 제임스 밀러는 새로 펴낸 ‘기막힌 복제품’이란 책의 강연차 들른 이탈리아 투스카니에서 그녀와 만나게 된다. 아름답고 예민한 그녀는 홀로 아이를 키우며 골동품 가게를 운영하는 프랑스 여성으로 제임스의 책 ‘기막힌 복제품’의 팬이다. 그의 책에 매료된 그녀는 하루 동안 투스카니의 시골지역을 소개해 주겠다고 자청하고, 함께 하면서 서로에 대해 알아가게 될 때쯤 두 사람은 ‘진짜 부부’인 척하는 장난스러운 역할극을 시작한다. 가벼운 마음으로 시작한 그들의 역할극은 점점 진지해지고, 진실과 거짓이 모호한 감정의 소용돌이 속으로 휘말리기 시작하는데… 진실과 거짓의 경계를 허무는 신비한 로맨스가 시작된다."
리바이어던,https://ko.wikipedia.org/wiki/%EB%A6%AC%EB%B0%94%EC%9D%B4%EC%96%B4%EB%8D%98_(%EC%98%81%ED%99%94),인간의 야망과 탐욕으로 사라져가는 고래의 이야기를 담은 영화
브루클린,https://ko.wikipedia.org/wiki/%EB%B8%8C%EB%A3%A8%ED%81%B4%EB%A6%B0_(%EC%98%81%ED%99%94),"낯선 뉴욕 브루클린에서 새로운 시작을 준비하는 에일리스(시얼샤 로넌). 낮에는 고급 백화점에서 일하고, 밤에는 야간 대학에서 공부하며 브루클린에 적응하려고 노력하고 있지만 아일랜드에 있는 가족에 대한 그리움으로 지독한 향수병에 시달린다. 한편, 공동 생활을 하는 아일랜드 커뮤니티 여성들의 도움과 격려로 차츰 안정을 찾아가던 에일리스는 이탈리아계 청년 토니(에모리 코헨)와의 운명적인 만남을 계기로 점차 독립적이고 세련된 뉴요커로 변해간다. 하지만 그런 그녀에게 갑작스럽게 날아온 언니의 부고. 급히 고향으로 날아간 에일리스는 그곳에서 또 다른 매력을 가진 짐(돔놀 글리슨)과의 만남으로 흔들리게 되는데…"
언어와의 작별,https://ko.wikipedia.org/w/index.php?title=%EC%96%B8%EC%96%B4%EC%99%80%EC%9D%98_%EC%9E%91%EB%B3%84&action=edit&redlink=1,"실험적이고 난해한 영화세계로 유명한 장 뤽 고다르가 내놓은 신작 3D의 내용을 설명하기란 참으로 난감하다. 관객들 각자가 퍼즐을 맞춰가듯 봐야 할 이 작품을 파편적으로나마 소개하자면 다음과 같을 것이다. 유부녀와 독신 남자가 만나 사랑하는 동안 개 한 마리가 여기저기 돌아다닌다. 여자의 가정은 풍비박산이 된다. 계절이 바뀐 후 이별했던 남녀는 재회하고 개는 그들과 함께 있다. 또 다른 영화가 시작되고, 이제부턴 인간의 존재보다 메타포들이 스크린을 지배한다. 개는 짖고 아기는 울음을 터뜨린다. 이 영화를 칸에서 3D 용 안경을 쓰고 본 많은 이들이 눈의 고통을 호소한 바 있다. 간혹 초점이 맞지 않는 듯 흔들리는 이미지들이 야기하는 두통을 함께 나누면서 혹시 이런 상황이 감독에 의해 의도된 것이 아닐까, 생각했던 것도 같다. 그러나 누가 이 거장에게 반기를 들 수 있을까? 세계 영화사에 이미 한 획을 그은 고다르는 신작을 내놓았다는 사실만으로도 존경 받을 만하다. (이수원) [제19회 부산국제영화제]"
자객 섭은낭,https://ko.wikipedia.org/wiki/%EC%9E%90%EA%B0%9D_%EC%84%AD%EC%9D%80%EB%82%AD,"고위관료의 딸로 태어났지만, 정혼자였던 전계안과의 이별 후 부패한 관리를 살해하는 암살자로 키워진 섭은낭. 어느 날, 스승으로 부터 위박 지역의 절도사이자 자신이 과거 사랑했던 전계안을 암살하라는 명을 받는다. 자객의 정도와 사랑, 일생일대의 선택 기로 앞에서 은낭은 흔들리게 되는데..."
인셉션,https://ko.wikipedia.org/wiki/%EC%9D%B8%EC%85%89%EC%85%98,"타인의 꿈에 들어가 생각을 훔치는 특수 보안요원 코브. 그를 이용해 라이벌 기업의 정보를 빼내고자 하는 사이토는 코브에게 생각을 훔치는 것이 아닌, 생각을 심는 ‘인셉션’ 작전을 제안한다. 성공 조건으로 국제적인 수배자가 되어있는 코브의 신분을 바꿔주겠다는 거부할 수 없는 제안을 하고, 사랑하는 아이들에게 돌아가기 위해 그 제안을 받아들인다. 최강의 팀을 구성, 표적인 피셔에게 접근해서 ‘인셉션’ 작전을 실행하지만 예기치 못한 사건들과 마주하게 되는데… 꿈 VS 현실 시간, 규칙, 타이밍 모든 것이 완벽해야만 하는, 단 한 번도 성공한 적 없는 ‘인셉션’ 작전이 시작된다!"
열대병,https://ko.wikipedia.org/wiki/%EC%97%B4%EB%8C%80%EB%B3%91_(%EC%98%81%ED%99%94),"태국영화 사상 처음으로 칸느 경쟁부문에 올라 심사위원상을 수상한 작품. 올해 나온 작품 중에서 가장 독창적인 실험영화. [열대병]은 크게 두 부분으로 이루어 져 있다. 전반부는 군인인 켕이 휴가를 나와 친구인 통을 만나 즐거운 시간을 보내는 내용이고, 후반부는 군대로 복귀한 켕이 가축들을 잡아가는 정체 모를 괴물이 정글에 산다는 마을 사람들의 이야기를 듣고 그 괴물을 찾아 나서는 내용이다. 아피찻퐁 위라세타쿤은 단편영화 시절부터 타이인들에게 널리 회자되는 신비롭고 초자연적인 현상들을 다양한 방식으로 영화 속에서 이야기해 왔다. ‘정글’은 그러한 이야기의 가장 익숙한 배경이기도 하다. 그의 전작 [친애하는 당신] 에서의 정글은 탈출구이자 사랑을 확인하는 곳, 또는 신성한 곳이기도 했다. [열대병] 에서의 정글은 초자연적인 존재를 찾는 곳이고, 인간의 또 다른 자아를 발견하는 곳이기도 하다. 한편으로, 그것은 사랑에 대한 강박관념의 우회적 표현이기도 하다. 이처럼, 아피찻퐁은 초월적 존재에 대해 집착하는데, ‘정글’은 초월적 존재가 있는 하나의 상징 공간인 셈이다. 하지만, 그것이 낯설고 난해한 형식이라 하더라도 타이인들의 보편적 정신세계를 벗어나지 않는다는 점에서 아피찻퐁의 영화는 매우 역설적이며 또 지극히 타이적인 것이다."
물랑 루즈,https://ko.wikipedia.org/wiki/%EB%AC%BC%EB%9E%91_%EB%A3%A8%EC%A6%88_(2001%EB%85%84_%EC%98%81%ED%99%94),"1899년 파리, 지상에서 가장 화려한 세계 '물랑 루즈' 최고의 뮤지컬 가수 샤틴은 신분 상승과 성공을 위해 투자자를 구하다가 우연히 사랑을 찾아 몽마르트르로 흘러온 영국의 낭만파 시인 크리스티앙을 만나게 된다. 샤틴에게서 운명적 사랑을 느낀 크리스티앙은 그녀가 있는 '물랑 루즈'라는 신비의 세계에 발을 들여놓는다. 하지만 그 둘 사이에 거역할 수 없는 슬픈 운명이 서서히 다가오는데..."
원스 어폰 어 타임 인 아나톨리아,https://ko.wikipedia.org/wiki/%EC%9B%90%EC%8A%A4_%EC%96%B4%ED%8F%B0_%EC%96%B4_%ED%83%80%EC%9E%84_%EC%9D%B8_%EC%95%84%EB%82%98%ED%86%A8%EB%A6%AC%EC%95%84,"작은 마을에서의 생활은 마치 대초원 한가운데를 여행하는 것과 비슷하다. 매번 언덕을 지나칠 때마다 그 언덕 뒤에서 뭔가 색다른 것이 튀어나오지 않을까 기대하지만, 언제나 비슷한 단조로운 길들이 때론 가늘어지고 때론 사라지는 듯하며 끝없이 눈앞에 펼쳐질 뿐이다."
이다,https://ko.wikipedia.org/wiki/%EC%9D%B4%EB%8B%A4_(%EC%98%81%ED%99%94),"가족의 존재조차 모르는 채 수녀원에서 홀로 자란 ‘안나’는 수녀가 되기 전 유일한 혈육인 이모 ‘완다’에 대해 알게 된다. 하지만 어렵사리 만난 이모는 쌀쌀맞기만 하고 ‘안나’가 유태인이라는 것과 본명 ‘이다’라는 뜻밖의 이야기를 전한다. 혼란스러운 감정도 잠시, 부모님의 죽음에 대해 알고 싶어진 그녀는 이모와 함께 숨겨진 비밀을 밝히기 위해 동행을 시작하는데..."
베크마이스터 하모니즈,https://ko.wikipedia.org/wiki/%EB%B2%A0%ED%81%AC%EB%A7%88%EC%9D%B4%EC%8A%A4%ED%84%B0_%ED%95%98%EB%AA%A8%EB%8B%88%EC%A6%88,헝가리 평원의 한 작은 마을에서 일어나는 이야기. 온통 서리로 둘러싸여 있는 이 마을에는 눈이 내리지 않지만 날씨는 살을 에는 듯 춥다. 이렇게 당혹스러운 추위에도 수백명의 사람들이 박제된 고래를 보기 위해 서커스 천막 주위에 서 있다. 외지인들의 출현과 혹독한 서리 등으로 평화로운 마을의 질서는 깨지는데.
제로 다크 서티,https://ko.wikipedia.org/wiki/%EC%A0%9C%EB%A1%9C_%EB%8B%A4%ED%81%AC_%EC%84%9C%ED%8B%B0,"미 정보부는 매년 거액의 예산을 쏟아 붓지만 타겟의 흔적조차 찾을 수 없다. 때 마침, 정보수집과 분석에 탁월한 감을 가진 CIA 요원 ‘마야(제시카 차스테인)’가 작전에 투입되고 그녀는 순수한 열정과 원칙에 따라 작전에 임하지만, 매번 어떤 실마리조차 찾지 못하는 상황에 좌절한다. 어느 날, 진전되지 않는 상황 속에 유일한 단서를 발견하게 된 그녀는 동료들과 함께 거래를 시도해보지만 그것은 테러리스트들의 함정. 자폭 테러로 인해 가장 친한 동료마저 잃게 된 마야는 극도의 슬픔에 빠지고 설상가상으로 그녀 역시 테러리스트의 제거 대상 블랙리스트에 올라 암살 공격까지 받게 되는데… 이제 더 이상 ‘임무’가 아닌 ‘집념’이 되어버린 사건 앞에서 마야는 이 지독한 추적 과정을 끝낼 결정적 단서와 함께 마지막 작전을 감행하게 된다. 3월, 사상 최대의 첩보작전을 목격하라!"
물라데,https://ko.wikipedia.org/w/index.php?title=%EB%AC%BC%EB%9D%BC%EB%8D%B0&action=edit&redlink=1,54개의 아프리카국가연합 중 38개 나라에서는 여성 할례의식이 치러진다. [물라데]는 이러한 고대관습에 대한 비판이다. 콜레 아도는 할례를 한 여성이지만 그녀의 딸만은 7년마다 이뤄지는 이 의식을 치루지 않도록 하였다. 다른 마을에서 의식을 피해 도망친 4명의 소녀들이 콜레에게 도움을 청하러 온다. 결국 전통주의자들과 이 소녀들을 지키려는 사람들 사이에 마찰이 생긴다.
폭력의 역사,https://ko.wikipedia.org/wiki/%ED%8F%AD%EB%A0%A5%EC%9D%98_%EC%97%AD%EC%82%AC,"가정적이고 친절한 남자 ‘톰’(비고 모텐슨)은 어느 날 자신의 가게에 들이닥친 강도를 죽이고 사람을 구한 일로 마을의 영웅이 되어 매스컴에 대서특필된다. 그러나 며칠 후, 거대 갱단의 두목 포가티(에드 해리스)가 찾아와 그가 ‘톰’이 아닌 자신의 적 ‘킬러 조이’라며 가족을 위협한다. 아내 ‘에디’(마리아 벨로)와 아이들 역시 ‘톰’에게서 문득문득 보이는 ‘조이’의 모습에 두려움을 느끼며 점점 그를 멀리하고 마침내 ‘포가티’는 ‘톰’의 집에 총을 들고 들이 닥치는데…"
징후와 세기,https://ko.wikipedia.org/wiki/%EC%A7%95%ED%9B%84%EC%99%80_%EC%84%B8%EA%B8%B0,"이것은 흐름에 관한 영화이다. 외형적으로는 사랑이야기인 듯하지만, 일반적인 영화의 관습적 형식이나, 완결된 구조 모두가 관심 밖이다. 토아는 여의사 테이를 짝사랑하고, 테이는 난초 화원의 눔에게 호감을 가지고 있다. 그러나 이들 사이의 대화는 어떤 결말을 향해 달려가거나, 극적인 긴장감을 불러일으키지 않으며, 감정의 흐름을 따라가기 위한 형식일 뿐이다. 대화를 주고 받는 리듬, 그리고 공간 속을 천천히 움직이는 카메라의 움직임을 통해 흐름이 만들어진다. 이 흐름에 동참하면 관객은 색다른 즐거움을 맛볼 수 있을 것이다."
언더 더 스킨,https://ko.wikipedia.org/wiki/%EC%96%B8%EB%8D%94_%EB%8D%94_%EC%8A%A4%ED%82%A8,식량이 떨어진 외계행성에서 지구로 보내진 에일리언이 ‘로라’라는 아름다운 지구의 여인의 몸 속으로 들어간다. 식량으로 사용될 수 있는 생물체를 찾던 ‘로라’는 트럭을 몰고 스코틀랜드의 거리를 여행하면서 외로운 남자들을 유혹하며 죽음에 이르게 한다. 점점 더 많은 남자들과 접촉하던 로라는 다정한 한 남자를 만나 사랑 받는 여자의 기분을 느끼고 혼란스러워 하는데...
